timestamp,LP FIR Sample,New ECG Sample,bpm,squared sample
178.537058,-132,-157,54,16
178.53811,-127,-117,54,9
178.539059,-120,-74,54,169
178.54005,-116,-72,54,441
178.541027,-114,-121,54,529
178.542038,-114,-129,54,324
178.543077,-112,-90,54,256
178.544025,-110,-54,54,361
178.545008,-109,-39,54,529
178.545984,-107,-55,54,676
178.546976,-105,-90,54,729
178.547971,-104,-118,54,529
178.548968,-104,-165,54,256
178.549965,-106,-176,54,100
178.550953,-108,-134,54,36
178.551945,-113,-118,54,1
178.552946,-116,-98,54,16
178.553932,-111,-55,54,1
178.554944,-103,-20,54,36
178.555948,-93,-1,54,196
178.556942,-86,-9,54,361
178.557897,-81,-29,54,529
178.558922,-80,-45,54,576
178.559907,-80,-65,54,676
178.560891,-78,-82,54,900
178.561892,-75,-72,54,1444
178.562868,-73,-48,54,1849
178.563974,-73,-52,54,1444
178.564882,-73,-52,54,900
178.565854,-74,-78,54,361
178.566852,-77,-149,54,81
178.567853,-79,-157,54,4
178.568842,-74,-56,54,36
178.569859,-60,92,54,400
178.570885,-46,160,54,1024
178.571839,-34,121,54,1681
178.572814,-26,55,54,2209
178.573799,-24,-5,54,2401
178.574815,-24,-21,54,2401
178.575769,-23,20,54,2601
178.576769,-20,41,54,3249
178.57778,-18,23,54,3721
178.578766,-18,-46,54,3136
178.579765,-19,-103,54,1681
178.580753,-20,-97,54,676
178.581744,-20,-58,54,196
178.582741,-17,-6,54,81
178.583727,-11,71,54,169
178.584739,-3,120,54,441
178.585735,6,119,54,841
178.586698,18,92,54,1444
178.587711,28,42,54,2116
178.588725,28,-67,54,2116
178.589722,16,-143,54,1225
178.590995,1,-131,54,441
178.592414,-8,-94,54,144
178.592714,-15,-73,54,4
178.593716,-17,-39,54,36
178.594697,-16,-19,54,169
178.595647,-17,0,54,529
178.59665,-19,11,54,1369
178.597653,-18,36,54,2116
178.598618,-13,58,54,1681
178.599612,-6,43,54,484
178.600605,0,32,54,1
178.601606,3,7,54,121
178.602606,0,-68,54,225
178.603625,-8,-100,54,81
178.604604,-18,-80,54,4
178.605596,-26,-46,54,81
178.606572,-32,-27,54,169
178.607602,-36,-38,54,324
178.608584,-34,-36,54,441
178.60955,-27,7,54,441
178.610546,-20,11,54,400
178.611584,-17,-35,54,400
178.612564,-16,-62,54,256
178.613534,-17,-44,54,81
178.614511,-16,-1,54,4
178.615522,-14,28,54,144
178.616529,-12,52,54,400
178.6175,-10,71,54,676
178.618485,-8,97,54,676
178.619496,-5,112,54,484
178.620474,-2,88,54,324
178.621463,0,78,54,289
178.622463,10,115,54,676
178.623445,21,124,54,1444
178.624453,29,78,54,2025
178.625456,33,45,54,2209
178.626438,36,20,54,2304
178.627469,38,8,54,2304
178.628448,39,-14,54,2209
178.629421,37,-33,54,1764
178.6304,36,-5,54,1444
178.631407,38,0,54,1444
178.632395,41,6,54,961
178.633386,45,26,54,576
178.634392,47,53,54,324
178.635387,50,82,54,289
178.636435,53,104,54,289
178.637378,55,107,54,289
178.638369,56,119,54,289
178.639359,56,110,54,361
178.640329,56,102,54,400
178.641347,58,118,54,400
178.642358,60,148,54,361
178.643316,61,149,54,256
178.644303,64,132,54,289
178.645295,67,106,54,289
178.646285,70,86,54,289
178.647308,74,75,54,361
178.648298,77,57,54,441
178.64929,79,9,54,529
178.650285,77,-44,54,441
178.651294,72,-102,54,196
178.652264,65,-133,54,25
178.653319,58,-123,54,9
178.654248,49,-116,54,225
178.655227,41,-92,54,676
178.656247,32,-66,54,1444
178.657219,23,-72,54,2601
178.658213,15,-38,54,3844
178.659215,11,25,54,4624
178.660199,7,19,54,4900
178.661203,0,-23,54,5184
178.662184,-10,-70,54,5625
178.663175,-22,-87,54,6400
178.664167,-31,-46,54,6400
178.665192,-37,-11,54,6084
178.666172,-42,-24,54,5476
178.667175,-49,-55,54,5184
178.668155,-56,-94,54,5041
178.669144,-63,-131,54,5476
178.670136,-68,-150,54,5625
178.671209,-70,-123,54,4900
178.672129,-69,-125,54,3481
178.673159,-70,-150,54,2304
178.674104,-72,-152,54,1681
178.675124,-75,-153,54,1444
178.676096,-80,-155,54,1444
178.677098,-84,-154,54,1225
178.678077,-90,-159,54,1156
178.679078,-99,-164,54,1296
178.680076,-107,-126,54,1521
178.681075,-109,-70,54,1521
178.682049,-109,-68,54,1600
178.683045,-110,-119,54,1600
178.684038,-117,-175,54,2025
178.685041,-126,-191,54,2601
178.686007,-133,-168,54,2809
178.687047,-137,-138,54,2809
178.688011,-139,-128,54,2401
178.689027,-140,-146,54,1681
178.69003,-140,-155,54,1089
178.690987,-143,-182,54,1156
178.691988,-147,-216,54,1444
178.692983,-150,-207,54,1600
178.693949,-151,-173,54,1156
178.694954,-152,-173,54,676
178.695964,-154,-184,54,441
178.696963,-154,-148,54,289
178.697954,-151,-115,54,144
178.698941,-150,-135,54,100
178.69996,-151,-143,54,121
178.700933,-154,-145,54,121
178.701926,-160,-173,54,169
178.70292,-164,-205,54,196
178.703903,-167,-237,54,256
178.704932,-170,-258,54,324
178.705906,-175,-259,54,441
178.706882,-180,-232,54,676
178.707898,-181,-160,54,900
178.708989,-180,-121,54,900
178.709862,-180,-160,54,841
178.710872,-183,-231,54,841
178.711861,-187,-301,54,729
178.712839,-194,-343,54,900
178.71384,-202,-330,54,1225
178.714828,-207,-277,54,1369
178.715868,-208,-209,54,1089
178.716839,-209,-167,54,841
178.71782,-212,-177,54,961
178.71883,-216,-218,54,1296
178.719842,-222,-260,54,1764
178.720805,-228,-252,54,2025
178.72178,-228,-188,54,1681
178.722772,-225,-140,54,961
178.723773,-221,-152,54,361
178.724756,-217,-192,54,100
178.725741,-216,-239,54,64
178.726759,-219,-274,54,100
178.727735,-225,-289,54,169
178.728763,-231,-241,54,225
178.729724,-234,-216,54,144
178.730713,-233,-218,54,25
178.731702,-227,-175,54,1
178.732709,-218,-174,54,49
178.733721,-213,-214,54,64
178.734695,-211,-246,54,36
178.735678,-215,-293,54,1
178.736681,-222,-311,54,9
178.737706,-230,-319,54,25
178.738669,-233,-289,54,4
178.739651,-231,-226,54,9
178.740647,-229,-200,54,16
178.741679,-228,-171,54,1
178.742665,-231,-191,54,169
178.743661,-238,-297,54,625
178.74462,-248,-395,54,1369
178.745626,-257,-415,54,1764
178.746611,-264,-414,54,1764
178.747596,-267,-348,54,1369
178.748579,-267,-243,54,1156
178.749584,-265,-177,54,1156
178.750588,-263,-173,54,1156
178.751564,-263,-189,54,1225
178.75256,-264,-185,54,1089
178.753535,-263,-202,54,625
178.754555,-262,-219,54,196
178.755545,-258,-213,54,1
178.756553,-250,-163,54,196
178.757537,-243,-171,54,576
178.758564,-238,-193,54,841
178.759523,-236,-183,54,841
178.760503,-236,-191,54,729
178.76151,-239,-233,54,576
178.762498,-242,-250,54,484
178.763479,-240,-255,54,529
178.764469,-233,-267,54,841
178.765469,-227,-282,54,961
178.766471,-220,-280,54,900
178.767433,-215,-257,54,784
178.768473,-215,-235,54,529
178.769459,-220,-279,54,256
178.770453,-227,-307,54,81
178.771444,-229,-233,54,100
178.77242,-227,-142,54,225
178.773417,-225,-157,54,225
178.774419,-226,-250,54,49
178.775408,-231,-312,54,16
178.77641,-238,-312,54,324
178.777398,-244,-282,54,841
178.778388,-247,-250,54,1024
178.779355,-248,-210,54,784
178.780388,-248,-178,54,441
178.781373,-245,-187,54,256
178.782358,-245,-236,54,324
178.783368,-244,-253,54,361
178.784371,-243,-232,54,289
178.78535,-240,-225,54,81
178.786336,-236,-210,54,4
178.787332,-232,-174,54,144
178.788308,-228,-155,54,361
178.789335,-222,-159,54,676
178.790304,-215,-162,54,1089
178.791316,-211,-158,54,1156
178.792332,-213,-170,54,1024
178.793292,-214,-190,54,900
178.794271,-211,-194,54,1024
178.795278,-207,-217,54,1089
178.79627,-205,-273,54,961
178.797262,-206,-303,54,676
178.798257,-208,-289,54,400
178.799229,-211,-276,54,121
178.800241,-216,-272,54,1
178.801227,-221,-293,54,100
178.802247,-226,-337,54,169
178.803233,-229,-314,54,225
178.804252,-230,-240,54,361
178.80519,-229,-223,54,484
178.806194,-232,-259,54,729
178.807177,-238,-296,54,1024
178.80817,-246,-317,54,1444
178.809185,-254,-307,54,1849
178.810166,-258,-258,54,1764
178.811142,-260,-192,54,1521
178.812154,-259,-155,54,1089
178.813143,-257,-150,54,784
178.814125,-256,-177,54,676
178.815139,-257,-229,54,784
178.816121,-257,-263,54,625
178.817119,-255,-273,54,289
178.818114,-254,-270,54,64
178.819103,-255,-288,54,1
178.820113,-258,-335,54,0
178.821105,-261,-365,54,1
178.822103,-263,-374,54,16
178.823081,-265,-349,54,64
178.824079,-268,-292,54,144
178.825056,-269,-245,54,144
178.826052,-268,-238,54,121
178.827047,-266,-266,54,121
178.828019,-263,-253,54,81
178.829021,-258,-211,54,9
178.830015,-255,-192,54,9
178.831009,-256,-222,54,25
178.832029,-259,-210,54,16
178.833007,-261,-184,54,16
178.834004,-259,-138,54,81
178.835009,-253,-113,54,256
178.835993,-248,-157,54,400
178.836972,-245,-208,54,441
178.837984,-243,-248,54,400
178.838972,-244,-302,54,196
178.839975,-243,-321,54,144
178.840942,-239,-285,54,289
178.841956,-234,-258,54,625
178.842932,-229,-263,54,1024
178.843931,-227,-240,54,1024
178.844944,-225,-219,54,784
178.84592,-223,-192,54,625
178.846892,-218,-163,54,729
178.847881,-214,-167,54,841
178.84891,-214,-211,54,900
178.849932,-217,-251,54,676
178.850895,-219,-266,54,400
178.851878,-222,-271,54,144
178.852877,-226,-270,54,9
178.853877,-231,-236,54,16
178.854914,-236,-207,54,121
178.855846,-239,-219,54,256
178.856841,-239,-216,54,441
178.857833,-237,-199,54,529
178.858857,-231,-179,54,289
178.859832,-224,-183,54,49
178.860815,-222,-253,54,9
178.861811,-226,-336,54,16
178.862814,-230,-348,54,16
178.863805,-233,-284,54,4
178.864782,-232,-217,54,16
178.865797,-231,-164,54,64
178.866773,-231,-163,54,64
178.867757,-234,-236,54,9
178.868809,-241,-350,54,100
178.869773,-249,-410,54,625
178.870752,-256,-396,54,1156
178.871742,-258,-319,54,1024
178.872791,-256,-224,54,676
178.873744,-252,-147,54,361
178.874719,-247,-116,54,225
178.875695,-242,-119,54,121
178.876709,-238,-133,54,49
178.877724,-237,-180,54,9
178.878759,-242,-285,54,1
178.879689,-250,-348,54,1
178.880692,-253,-307,54,9
178.881676,-250,-269,54,64
178.88268,-247,-295,54,81
178.883669,-250,-333,54,4
178.884683,-254,-307,54,49
178.885992,-255,-191,54,169
178.886807,-253,-108,54,225
178.888796,-247,-122,54,100
178.888833,-238,-178,54,16
178.889671,-229,-229,54,441
178.890616,-222,-241,54,961
178.891621,-218,-250,54,1024
178.892608,-221,-281,54,676
178.893604,-227,-260,54,529
178.894582,-233,-240,54,441
178.895575,-240,-259,54,225
178.896579,-245,-241,54,64
178.897582,-247,-222,54,0
178.898578,-243,-205,54,25
178.899586,-236,-209,54,49
178.900587,-232,-229,54,100
178.901567,-229,-191,54,121
178.902547,-221,-135,54,0
178.903547,-210,-118,54,289
178.904539,-201,-139,54,1024
178.905535,-200,-167,54,1600
178.906535,-202,-152,54,1849
178.907557,-204,-144,54,1849
178.908486,-201,-121,54,1764
178.909479,-195,-122,54,1681
178.910536,-191,-150,54,1681
178.911555,-190,-228,54,1521
178.9125,-190,-293,54,961
178.913483,-195,-354,54,225
178.914507,-203,-407,54,4
178.915435,-211,-410,54,121
178.916487,-216,-341,54,196
178.917481,-219,-288,54,225
178.918414,-224,-305,54,529
178.91945,-229,-310,54,1156
178.920442,-231,-267,54,1600
178.921425,-234,-240,54,1936
178.922402,-239,-244,54,2401
178.923404,-245,-239,54,2500
178.924393,-250,-234,54,2209
178.925396,-253,-235,54,1764
178.926411,-258,-238,54,1764
178.927424,-263,-258,54,1936
178.928374,-272,-306,54,2304
178.929396,-283,-325,54,2916
178.930356,-289,-283,54,3364
178.93137,-289,-226,54,3025
178.932342,-286,-231,54,2209
178.933362,-283,-295,54,1444
178.934326,-278,-296,54,784
178.935321,-270,-265,54,289
178.936308,-265,-238,54,49
178.937299,-264,-260,54,1
178.938289,-264,-309,54,64
178.939316,-266,-341,54,289
178.940301,-269,-333,54,400
178.941269,-272,-301,54,289
178.942252,-273,-269,54,169
178.943284,-274,-252,54,81
178.944245,-276,-277,54,4
178.945289,-279,-299,54,81
178.946234,-280,-265,54,225
178.947249,-279,-223,54,225
178.948238,-271,-154,54,49
178.949253,-260,-106,54,36
178.950349,-251,-93,54,324
178.951209,-244,-97,54,784
178.952193,-238,-110,54,1225
178.953181,-229,-115,54,2025
178.954199,-221,-137,54,3025
178.955159,-217,-181,54,3844
178.956157,-215,-195,54,4225
178.957173,-212,-202,54,4489
178.958174,-209,-259,54,3844
178.959175,-210,-349,54,2500
178.960145,-212,-369,54,1521
178.961148,-212,-305,54,1024
178.962137,-209,-217,54,841
178.963144,-206,-178,54,529
178.964156,-200,-170,54,441
178.965142,-195,-194,54,484
178.966089,-194,-237,54,441
178.967078,-196,-274,54,256
178.968101,-202,-279,54,49
178.969112,-210,-261,54,0
178.970121,-217,-234,54,25
178.971087,-222,-202,54,100
178.972059,-226,-182,54,289
178.973105,-230,-199,54,576
178.974042,-236,-249,54,1296
178.975038,-241,-288,54,2116
178.976059,-247,-306,54,2809
178.977053,-252,-304,54,3136
178.978062,-254,-302,54,2704
178.979033,-253,-320,54,1849
178.980022,-251,-332,54,1156
178.982188,-251,-312,54,841
178.982221,-254,-267,54,784
178.984695,-256,-226,54,676
178.984754,-258,-207,54,484
178.98501,-260,-231,54,361
178.985978,-261,-260,54,196
178.986964,-260,-253,54,64
178.987947,-259,-262,54,25
178.988995,-261,-298,54,64
178.989935,-263,-276,54,144
178.990946,-263,-200,54,144
178.991938,-263,-182,54,81
178.992928,-263,-214,54,49
178.993957,-263,-244,54,25
178.99492,-261,-250,54,1
178.996035,-258,-245,54,9
178.99755,-254,-221,54,36
178.999216,-250,-220,54,81
178.999309,-246,-235,54,225
178.999876,-241,-228,54,484
179.00088,-238,-264,54,625
179.001851,-240,-305,54,529
179.002831,-243,-292,54,400
179.003838,-246,-262,54,289
179.004819,-246,-235,54,225
179.005824,-243,-199,54,225
179.006808,-240,-182,54,196
179.007818,-236,-194,54,196
179.00882,-233,-222,54,169
179.009778,-231,-246,54,100
179.010782,-235,-282,54,9
179.011796,-242,-311,54,4
179.012778,-246,-309,54,9
179.01378,-249,-294,54,9
179.014752,-250,-274,54,16
179.015752,-249,-222,54,36
179.016727,-247,-175,54,49
179.017751,-245,-186,54,81
179.018721,-245,-238,54,144
179.019714,-247,-276,54,256
179.020872,-248,-281,54,169
179.021731,-246,-261,54,16
179.022728,-243,-232,54,9
179.023693,-241,-222,54,64
179.024695,-241,-232,54,81
179.025716,-245,-271,54,16
179.026673,-251,-302,54,16
179.027669,-254,-264,54,81
179.028644,-253,-194,54,64
179.029634,-248,-147,54,1
179.030663,-239,-117,54,81
179.03164,-232,-153,54,196
179.032629,-228,-238,54,225
179.033647,-228,-294,54,169
179.034608,-229,-303,54,144
179.035613,-232,-265,54,169
179.036621,-234,-217,54,289
179.037601,-234,-186,54,400
179.038601,-233,-216,54,400
179.03962,-233,-277,54,225
179.040604,-234,-306,54,25
179.041608,-236,-294,54,16
179.042562,-238,-286,54,100
179.043572,-243,-317,54,225
179.04454,-248,-337,54,361
179.045575,-249,-283,54,289
179.046542,-245,-217,54,121
179.047567,-240,-175,54,36
179.048551,-240,-189,54,49
179.049541,-244,-239,54,121
179.050512,-252,-264,54,324
179.051634,-257,-258,54,441
179.052481,-259,-268,54,441
179.053495,-257,-254,54,196
179.054487,-254,-244,54,36
179.055487,-254,-268,54,25
179.056479,-257,-278,54,144
179.057476,-260,-258,54,400
179.058461,-261,-219,54,441
179.059449,-256,-186,54,144
179.06044,-250,-192,54,4
179.061424,-247,-235,54,100
179.062418,-246,-252,54,169
179.063419,-242,-246,54,225
179.064402,-239,-277,54,225
179.065404,-242,-340,54,144
179.066409,-249,-352,54,64
179.067378,-255,-302,54,25
179.068363,-257,-219,54,16
179.06948,-253,-159,54,9
179.070369,-249,-186,54,1
179.071375,-247,-234,54,0
179.072485,-246,-236,54,0
179.073363,-245,-243,54,9
179.074366,-246,-267,54,49
179.075314,-245,-245,54,9
179.076326,-241,-190,54,64
179.07738,-238,-198,54,289
179.078336,-239,-245,54,324
179.079327,-244,-278,54,81
179.080322,-248,-268,54,1
179.081328,-249,-255,54,4
179.082294,-250,-286,54,16
179.083285,-253,-297,54,64
179.084286,-253,-274,54,49
179.085316,-248,-250,54,9
179.086263,-244,-267,54,9
179.087296,-244,-295,54,36
179.088256,-246,-274,54,49
179.089252,-251,-259,54,49
179.09024,-254,-239,54,36
179.091259,-253,-222,54,16
179.092219,-254,-244,54,16
179.093222,-256,-278,54,9
179.094213,-257,-288,54,16
179.095188,-259,-288,54,121
179.096246,-264,-288,54,400
179.097176,-268,-284,54,576
179.098186,-271,-300,54,625
179.099162,-274,-336,54,529
179.100264,-277,-341,54,529
179.101158,-280,-315,54,729
179.10215,-279,-263,54,625
179.103184,-278,-270,54,484
179.104165,-280,-328,54,529
179.10512,-284,-318,54,625
179.106141,-284,-268,54,400
179.107113,-284,-287,54,256
179.10812,-285,-298,54,196
179.109108,-281,-189,54,49
179.110108,-273,-71,54,16
179.111197,-265,-59,54,225
179.112083,-260,-141,54,361
179.113073,-257,-229,54,441
179.114067,-257,-290,54,529
179.115065,-258,-314,54,676
179.116051,-258,-270,54,676
179.117093,-254,-207,54,900
179.117999,-249,-198,54,1296
179.119044,-242,-205,54,1521
179.120055,-236,-216,54,1369
179.121029,-231,-228,54,1156
179.122038,-230,-229,54,900
179.123028,-229,-247,54,784
179.124042,-227,-296,54,900
179.125038,-227,-327,54,961
179.12598,-231,-332,54,729
179.126973,-232,-317,54,484
179.127967,-232,-295,54,289
179.128969,-237,-285,54,25
179.129967,-245,-234,54,81
179.130956,-250,-152,54,361
179.131967,-248,-115,54,324
179.132966,-244,-138,54,225
179.133947,-240,-207,54,169
179.134925,-237,-268,54,100
179.135917,-237,-272,54,36
179.136909,-239,-234,54,49
179.137909,-239,-197,54,49
179.138893,-237,-161,54,0
179.139885,-234,-173,54,121
179.140902,-232,-188,54,324
179.141877,-231,-201,54,289
179.142869,-231,-239,54,169
179.143863,-229,-269,54,121
179.144856,-225,-240,54,144
179.145852,-220,-226,54,289
179.146852,-217,-259,54,484
179.147827,-217,-299,54,484
179.148819,-218,-307,54,361
179.149828,-221,-294,54,169
179.150798,-230,-326,54,4
179.151815,-243,-390,54,144
179.152782,-255,-374,54,576
179.153796,-260,-303,54,961
179.154778,-260,-265,54,1225
179.155786,-259,-249,54,1521
179.156769,-258,-214,54,1681
179.157763,-256,-168,54,1521
179.15876,-255,-138,54,1369
179.159752,-254,-148,54,1089
179.16074,-254,-193,54,576
179.161745,-256,-231,54,169
179.162731,-256,-243,54,1
179.163731,-254,-239,54,36
179.164712,-254,-242,54,36
179.16571,-254,-215,54,25
179.16669,-248,-133,54,100
179.167708,-236,-65,54,400
179.16868,-226,-101,54,841
179.169733,-220,-187,54,1156
179.170663,-215,-216,54,1521
179.171663,-208,-252,54,2304
179.172663,-205,-312,54,2601
179.17364,-208,-362,54,2116
179.174662,-212,-354,54,1764
179.175664,-215,-300,54,1521
179.176638,-216,-247,54,1024
179.177631,-218,-195,54,324
179.178621,-220,-180,54,36
179.179608,-222,-186,54,4
179.180594,-222,-191,54,49
179.181597,-219,-186,54,121
179.182594,-217,-200,54,144
179.183622,-215,-191,54,49
179.184582,-213,-209,54,1
179.185571,-213,-217,54,4
179.186581,-217,-201,54,1
179.187575,-223,-192,54,25
179.188557,-229,-219,54,81
179.189568,-231,-228,54,81
179.19055,-231,-209,54,81
179.19154,-229,-224,54,100
179.192529,-227,-276,54,100
179.193523,-225,-314,54,100
179.194513,-223,-314,54,100
179.195495,-222,-275,54,81
179.196496,-224,-287,54,49
179.197492,-229,-306,54,36
179.198496,-236,-310,54,49
179.199477,-240,-268,54,81
179.200476,-241,-211,54,100
179.201464,-241,-189,54,144
179.202468,-241,-197,54,196
179.203473,-242,-221,54,289
179.204446,-244,-248,54,441
179.205442,-248,-287,54,676
179.206429,-255,-336,54,961
179.207399,-263,-359,54,1156
179.208434,-267,-297,54,961
179.209413,-267,-228,54,729
179.210386,-266,-198,54,625
179.211411,-264,-179,54,529
179.212403,-259,-167,54,324
179.213378,-253,-207,54,121
179.214361,-250,-252,54,36
179.215356,-248,-241,54,0
179.216362,-246,-234,54,81
179.217396,-243,-241,54,400
179.218365,-240,-260,54,729
179.219367,-238,-227,54,841
179.220327,-235,-154,54,961
179.221332,-233,-137,54,961
179.222325,-232,-189,54,729
179.223315,-233,-243,54,400
179.224359,-234,-263,54,256
179.225312,-232,-243,54,256
179.226327,-226,-225,54,400
179.227295,-223,-286,54,400
179.228275,-229,-419,54,121
179.229285,-241,-471,54,9
179.230275,-250,-389,54,225
179.231266,-254,-253,54,441
179.232258,-254,-167,54,484
179.23324,-251,-148,54,324
179.23424,-247,-160,54,169
179.235257,-243,-173,54,121
179.236255,-241,-190,54,225
179.237222,-239,-202,54,256
179.238222,-236,-202,54,49
179.239236,-235,-215,54,36
179.240195,-241,-257,54,81
179.241199,-247,-259,54,49
179.242197,-248,-212,54,36
179.243188,-246,-197,54,25
179.244171,-243,-210,54,16
179.245152,-242,-233,54,1
179.246159,-244,-256,54,9
179.247183,-243,-267,54,16
179.248136,-234,-247,54,4
179.249135,-221,-196,54,196
179.250131,-208,-142,54,1089
179.251148,-200,-95,54,2209
179.2521,-196,-85,54,2704
179.253155,-195,-119,54,2601
179.254108,-195,-167,54,2304
179.25512,-199,-249,54,1849
179.256092,-204,-294,54,1600
179.257091,-208,-269,54,1225
179.258076,-208,-210,54,676
179.259055,-204,-142,54,289
179.260049,-198,-134,54,100
179.261041,-194,-173,54,36
179.262039,-193,-200,54,9
179.263025,-194,-207,54,1
179.264031,-194,-213,54,1
179.265013,-192,-199,54,49
179.266021,-190,-204,54,196
179.26701,-187,-215,54,441
179.268016,-188,-260,54,400
179.268989,-193,-305,54,121
179.269983,-203,-342,54,25
179.270984,-216,-346,54,484
179.271979,-226,-301,54,1089
179.272975,-233,-245,54,1521
179.273959,-236,-222,54,1764
179.274944,-234,-226,54,1764
179.275935,-230,-211,54,1600
179.276949,-226,-189,54,1521
179.277939,-224,-172,54,1296
179.278932,-223,-114,54,900
179.279932,-220,-85,54,289
179.280914,-218,-124,54,4
179.281915,-216,-159,54,100
179.282911,-213,-144,54,400
179.283883,-208,-118,54,784
179.284885,-204,-120,54,900
179.285885,-199,-104,54,961
179.286931,-193,-91,54,1089
179.287845,-186,-127,54,1444
179.288861,-180,-172,54,1849
179.28987,-173,-210,54,2209
179.290857,-166,-212,54,2704
179.291888,-160,-182,54,3136
179.292834,-156,-150,54,3249
179.293814,-151,-139,54,3249
179.294895,-147,-146,54,3249
179.295816,-147,-207,54,2704
179.2968,-153,-310,54,1600
179.297779,-162,-339,54,576
179.298808,-171,-294,54,81
179.299792,-176,-199,54,9
179.300783,-177,-138,54,121
179.30177,-177,-155,54,289
179.302763,-178,-172,54,484
179.303754,-180,-146,54,841
179.304732,-178,-82,54,961
179.30574,-172,3,54,625
179.306719,-166,33,54,169
179.307725,-159,9,54,9
179.308769,-153,-46,54,324
179.309721,-146,-75,54,900
179.310699,-142,-127,54,1225
179.311692,-142,-186,54,1225
179.3127,-145,-206,54,1089
179.313678,-147,-186,54,1089
179.314675,-146,-114,54,1024
179.315657,-138,-51,54,1156
179.316658,-123,-11,54,1849
179.317651,-106,0,54,2809
179.318696,-93,-32,54,3600
179.319667,-88,-104,54,3364
179.320631,-90,-174,54,2704
179.321624,-93,-218,54,2401
179.322615,-96,-222,54,2401
179.323657,-99,-207,54,2304
179.324608,-103,-171,54,1849
179.32559,-110,-124,54,784
179.326581,-115,-80,54,64
179.327593,-120,-81,54,196
179.328561,-122,-98,54,841
179.329541,-125,-122,54,1369
179.330549,-125,-132,54,1225
179.331531,-122,-129,54,841
179.332549,-118,-128,54,484
179.33355,-116,-133,54,289
179.334531,-117,-149,54,196
179.335535,-122,-150,54,144
179.336529,-130,-156,54,225
179.337536,-138,-175,54,324
179.338494,-147,-197,54,625
179.339503,-151,-197,54,676
179.34048,-152,-182,54,729
179.341489,-149,-163,54,729
179.342466,-144,-134,54,676
179.34345,-140,-120,54,576
179.344451,-138,-125,54,441
179.345476,-139,-152,54,289
179.346445,-143,-161,54,169
179.347447,-147,-158,54,81
179.34843,-152,-188,54,25
179.349424,-157,-233,54,36
179.35043,-163,-240,54,121
179.351406,-167,-222,54,324
179.352409,-169,-167,54,625
179.353412,-169,-127,54,841
179.354397,-169,-149,54,961
179.355395,-172,-204,54,1089
179.356388,-175,-227,54,1024
179.357375,-177,-210,54,900
179.358355,-176,-182,54,576
179.359347,-174,-146,54,289
179.360362,-170,-121,54,49
179.361341,-171,-165,54,16
179.362328,-176,-249,54,49
179.363302,-183,-262,54,196
179.364311,-188,-221,54,361
179.365296,-191,-207,54,361
179.36632,-194,-221,54,361
179.367307,-197,-223,54,400
179.368301,-198,-211,54,484
179.369301,-197,-205,54,529
179.370284,-196,-215,54,676
179.371315,-197,-242,54,676
179.372247,-203,-288,54,729
179.373269,-212,-309,54,841
179.374245,-220,-302,54,1024
179.375282,-224,-295,54,1089
179.376245,-228,-309,54,1156
179.377229,-234,-331,54,1369
179.378239,-241,-324,54,1849
179.379225,-248,-280,54,2601
179.380215,-254,-245,54,3364
179.381224,-258,-243,54,3721
179.382193,-258,-256,54,3025
179.383185,-259,-264,54,2209
179.384178,-259,-238,54,1521
179.385172,-259,-196,54,1225
179.386166,-256,-161,54,784
179.387162,-253,-174,54,361
179.388138,-254,-229,54,169
179.389156,-258,-275,54,100
179.390142,-262,-296,54,64
179.391118,-265,-301,54,49
179.392159,-264,-274,54,36
179.393106,-262,-260,54,9
179.394126,-260,-271,54,1
179.395105,-260,-288,54,1
179.396089,-259,-294,54,9
179.39708,-258,-304,54,25
179.39807,-259,-353,54,25
179.399083,-265,-388,54,49
179.400078,-269,-340,54,49
179.401056,-271,-286,54,36
179.402204,-271,-243,54,49
179.403059,-268,-201,54,36
179.404047,-264,-165,54,16
179.405028,-262,-164,54,4
179.406031,-264,-198,54,25
179.407007,-268,-250,54,100
179.40801,-271,-280,54,144
179.409079,-270,-258,54,25
179.410001,-266,-215,54,9
179.410998,-260,-192,54,121
179.411989,-257,-201,54,196
179.412964,-255,-238,54,169
179.413968,-255,-266,54,81
179.414945,-254,-273,54,64
179.415938,-253,-267,54,121
179.416927,-250,-251,54,324
179.417957,-244,-221,54,729
179.418964,-234,-185,54,1296
179.419927,-227,-197,54,1521
179.420898,-223,-216,54,1369
179.421891,-221,-196,54,1296
179.422909,-218,-145,54,1369
179.423916,-214,-87,54,1681
179.424918,-207,-23,54,2209
179.425884,-198,-14,54,3025
179.42687,-188,-51,54,3844
179.427873,-176,-39,54,4624
179.428868,-163,-4,54,5041
179.429847,-150,41,54,5929
179.430841,-136,92,54,7569
179.431854,-120,113,54,10201
179.432889,-103,119,54,13225
179.433849,-84,109,54,16900
179.434891,-63,136,54,20736
179.435823,-40,207,54,24964
179.436817,-14,269,54,30276
179.4378,12,307,54,35344
179.438796,37,314,54,40000
179.439791,58,237,54,43264
179.440779,74,102,54,44100
179.441747,84,-13,54,41616
179.44275,86,-101,54,35721
179.443778,83,-151,54,27889
179.444738,77,-137,54,19600
179.44575,73,-95,54,12769
179.446747,70,-99,54,7056
179.447734,65,-142,54,2809
179.448769,57,-173,54,400
179.449738,45,-196,54,169
179.450846,30,-208,54,1936
179.451744,13,-221,54,5041
179.452781,-5,-267,54,8281
